invoice_id,order_date,customer_id,branch,city,customer_type,gender,product_line,unit_price,quantity,payment,gross_margin_ratio
785-13-7708,01/14/19,97,B,Bekasi,Normal,Male,Food and beverages,511420.0,7,Credit card,4.761904762
667-23-5919,01/14/19,65,A,Jakarta,Member,Female,Fashion accessories,676900.0,5,Ewallet,4.761904762
868-52-7573,01/14/19,114,B,Bekasi,Normal,Female,Food and beverages,697830.0,5,Cash,4.761904762
592-34-6155,01/14/19,177,C,Bogor,Normal,Male,Food and beverages,222390.0,4,Ewallet,4.761904762
359-90-3665,01/14/19,159,B,Bekasi,Member,Female,Fashion accessories,126559.99999999999,4,Credit card,4.761904762
588-47-8641,01/14/19,54,A,Jakarta,Member,Male,Fashion accessories,392280.0,10,Ewallet,4.761904762
320-85-2052,01/14/19,101,B,Bekasi,Normal,Female,Sports and travel,243670.00000000003,1,Credit card,4.761904762
451-73-2711,01/14/19,174,C,Bogor,Normal,Male,Food and beverages,593810.0,1,Ewallet,4.761904762
704-10-4056,01/14/19,211,C,Bogor,Member,Male,Health and beauty,423290.0,3,Credit card,4.761904762
559-61-5987,01/14/19,117,B,Bekasi,Normal,Female,Health and beauty,124250.0,1,Cash,4.761904762
658-66-3967,01/14/19,165,C,Bogor,Normal,Male,Health and beauty,372330.0,7,Ewallet,4.761904762
377-79-7592,01/14/19,222,C,Bogor,Member,Female,Electronic accessories,313880.0,9,Credit card,4.761904762
299-46-1805,01/15/19,143,B,Bekasi,Member,Female,Sports and travel,656040.0,6,Cash,4.761904762
272-65-1806,01/15/19,24,A,Jakarta,Normal,Female,Electronic accessories,426160.0,9,Ewallet,4.761904762
437-58-8131,01/15/19,114,B,Bekasi,Normal,Female,Fashion accessories,514640.0,2,Ewallet,4.761904762
450-28-2866,01/15/19,219,C,Bogor,Member,Male,Food and beverages,122080.00000000001,5,Cash,4.761904762
138-17-5109,01/15/19,70,A,Jakarta,Member,Female,Home and lifestyle,624470.0,9,Credit card,4.761904762
301-11-9629,01/15/19,38,A,Jakarta,Normal,Female,Sports and travel,133700.0,7,Cash,4.761904762
589-02-8023,01/15/19,59,A,Jakarta,Member,Male,Food and beverages,586390.0,2,Credit card,4.761904762
188-55-0967,01/15/19,133,B,Bekasi,Member,Male,Health and beauty,465290.0,10,Credit card,4.761904762
369-82-2676,01/15/19,88,B,Bekasi,Normal,Male,Electronic accessories,529620.0,5,Ewallet,4.761904762
314-23-4520,01/15/19,217,C,Bogor,Member,Male,Health and beauty,568610.0,7,Cash,4.761904762
886-54-6089,01/15/19,34,A,Jakarta,Normal,Female,Home and lifestyle,80010.0,6,Cash,4.761904762
744-16-7898,01/15/19,109,B,Bekasi,Normal,Female,Home and lifestyle,681590.0,10,Credit card,4.761904762
660-29-7083,01/15/19,161,C,Bogor,Normal,Male,Electronic accessories,391090.0,10,Cash,4.761904762
437-58-8131,01/15/19,106,B,Bekasi,Normal,Female,Fashion accessories,514640.0,2,Ewallet,4.761904762
450-28-2866,01/15/19,217,C,Bogor,Member,Male,Food and beverages,122080.00000000001,5,Cash,4.761904762
138-17-5109,01/15/19,64,A,Jakarta,Member,Female,Home and lifestyle,624470.0,9,Credit card,4.761904762
301-11-9629,01/15/19,39,A,Jakarta,Normal,Female,Sports and travel,133700.0,7,Cash,4.761904762
589-02-8023,01/15/19,57,A,Jakarta,Member,Male,Food and beverages,586390.0,2,Credit card,4.761904762
188-55-0967,01/15/19,126,B,Bekasi,Member,Male,Health and beauty,465290.0,10,Credit card,4.761904762
369-82-2676,01/15/19,85,B,Bekasi,Normal,Male,Electronic accessories,529620.0,5,Ewallet,4.761904762
314-23-4520,01/15/19,203,C,Bogor,Member,Male,Health and beauty,568610.0,7,Cash,4.761904762
886-54-6089,01/15/19,30,A,Jakarta,Normal,Female,Home and lifestyle,80010.0,6,Cash,4.761904762
744-16-7898,01/15/19,110,B,Bekasi,Normal,Female,Home and lifestyle,681590.0,10,Credit card,4.761904762
660-29-7083,01/15/19,172,C,Bogor,Normal,Male,Electronic accessories,391090.0,10,Cash,4.761904762
659-65-8956,01/16/19,127,B,Bekasi,Member,Male,Fashion accessories,359520.0,1,Ewallet,4.761904762
234-65-2137,01/16/19,164,C,Bogor,Normal,Male,Home and lifestyle,669060.0,10,Cash,4.761904762
677-11-0152,01/16/19,181,C,Bogor,Normal,Female,Food and beverages,652820.0,9,Cash,4.761904762
347-72-6115,01/16/19,156,B,Bekasi,Member,Female,Sports and travel,635180.0,7,Credit card,4.761904762
286-62-6248,01/16/19,84,B,Bekasi,Normal,Male,Fashion accessories,274470.0,4,Credit card,4.761904762
859-71-0933,01/16/19,221,C,Bogor,Member,Female,Sports and travel,108430.0,2,Cash,4.761904762
842-29-4695,01/16/19,217,C,Bogor,Member,Male,Sports and travel,119980.0,7,Credit card,4.761904762
648-83-1321,01/16/19,53,A,Jakarta,Member,Male,Home and lifestyle,444920.0,10,Cash,4.761904762
372-62-5264,01/16/19,194,C,Bogor,Normal,Female,Food and beverages,368200.0,9,Cash,4.761904762
618-34-8551,01/16/19,28,A,Jakarta,Normal,Female,Sports and travel,652260.0,2,Credit card,4.761904762
677-11-0152,01/16/19,199,C,Bogor,Normal,Female,Food and beverages,652820.0,9,Cash,4.761904762
347-72-6115,01/16/19,142,B,Bekasi,Member,Female,Sports and travel,635180.0,7,Credit card,4.761904762
286-62-6248,01/16/19,98,B,Bekasi,Normal,Male,Fashion accessories,274470.0,4,Credit card,4.761904762
859-71-0933,01/16/19,235,C,Bogor,Member,Female,Sports and travel,108430.0,2,Cash,4.761904762
842-29-4695,01/16/19,215,C,Bogor,Member,Male,Sports and travel,119980.0,7,Credit card,4.761904762
648-83-1321,01/16/19,50,A,Jakarta,Member,Male,Home and lifestyle,444920.0,10,Cash,4.761904762
372-62-5264,01/16/19,198,C,Bogor,Normal,Female,Food and beverages,368200.0,9,Cash,4.761904762
618-34-8551,01/16/19,40,A,Jakarta,Normal,Female,Sports and travel,652260.0,2,Credit card,4.761904762
280-35-5823,01/17/19,146,B,Bekasi,Member,Female,Home and lifestyle,607040.0,1,Ewallet,4.761904762
746-54-5508,01/17/19,13,A,Jakarta,Normal,Male,Home and lifestyle,150640.0,6,Credit card,4.761904762
600-38-9738,01/17/19,212,C,Bogor,Member,Male,Sports and travel,503440.0,5,Credit card,4.761904762
698-98-5964,01/17/19,32,A,Jakarta,Normal,Female,Food and beverages,568470.0,10,Credit card,4.761904762
349-97-8902,01/17/19,138,B,Bekasi,Member,Male,Food and beverages,405230.0,2,Ewallet,4.761904762
670-79-6321,01/17/19,152,B,Bekasi,Member,Female,Home and lifestyle,662130.0,7,Credit card,4.761904762
679-22-6530,01/17/19,113,B,Bekasi,Normal,Female,Sports and travel,284340.0,2,Credit card,4.761904762
445-30-9252,01/17/19,3,A,Jakarta,Normal,Male,Sports and travel,179900.0,3,Ewallet,4.761904762
200-16-5952,01/17/19,212,C,Bogor,Member,Male,Food and beverages,459550.00000000006,2,Cash,4.761904762
497-37-6538,01/17/19,3,A,Jakarta,Normal,Male,Sports and travel,412370.0,7,Ewallet,4.761904762
101-81-4070,01/17/19,236,C,Bogor,Member,Female,Health and beauty,439740.0,2,Ewallet,4.761904762
746-54-5508,01/17/19,20,A,Jakarta,Normal,Male,Home and lifestyle,150640.0,6,Credit card,4.761904762
600-38-9738,01/17/19,220,C,Bogor,Member,Male,Sports and travel,503440.0,5,Credit card,4.761904762
698-98-5964,01/17/19,25,A,Jakarta,Normal,Female,Food and beverages,568470.0,10,Credit card,4.761904762
349-97-8902,01/17/19,128,B,Bekasi,Member,Male,Food and beverages,405230.0,2,Ewallet,4.761904762
670-79-6321,01/17/19,143,B,Bekasi,Member,Female,Home and lifestyle,662130.0,7,Credit card,4.761904762
679-22-6530,01/17/19,103,B,Bekasi,Normal,Female,Sports and travel,284340.0,2,Credit card,4.761904762
445-30-9252,01/17/19,19,A,Jakarta,Normal,Male,Sports and travel,179900.0,3,Ewallet,4.761904762
200-16-5952,01/17/19,216,C,Bogor,Member,Male,Food and beverages,459550.00000000006,2,Cash,4.761904762
497-37-6538,01/17/19,11,A,Jakarta,Normal,Male,Sports and travel,412370.0,7,Ewallet,4.761904762
101-81-4070,01/17/19,232,C,Bogor,Member,Female,Health and beauty,439740.0,2,Ewallet,4.761904762
700-81-1757,01/18/19,37,A,Jakarta,Normal,Female,Electronic accessories,184170.0,5,Credit card,4.761904762
414-12-7047,01/18/19,82,B,Bekasi,Normal,Male,Food and beverages,138530.0,8,Ewallet,4.761904762
622-20-1945,01/18/19,187,C,Bogor,Normal,Female,Health and beauty,275940.0,1,Cash,4.761904762
706-36-6154,01/18/19,60,A,Jakarta,Member,Male,Home and lifestyle,135520.0,9,Ewallet,4.761904762
562-12-5430,01/18/19,63,A,Jakarta,Member,Female,Fashion accessories,617050.0,3,Ewallet,4.761904762
821-14-9046,01/18/19,152,B,Bekasi,Member,Female,Fashion accessories,122360.0,6,Credit card,4.761904762
678-79-0726,01/18/19,223,C,Bogor,Member,Female,Sports and travel,634410.0,9,Cash,4.761904762
166-19-2553,01/18/19,41,A,Jakarta,Member,Male,Sports and travel,623420.0,6,Cash,4.761904762
781-84-8059,01/18/19,179,C,Bogor,Normal,Male,Fashion accessories,425180.0,7,Ewallet,4.761904762
414-12-7047,01/18/19,91,B,Bekasi,Normal,Male,Food and beverages,138530.0,8,Ewallet,4.761904762
622-20-1945,01/18/19,195,C,Bogor,Normal,Female,Health and beauty,275940.0,1,Cash,4.761904762
706-36-6154,01/18/19,59,A,Jakarta,Member,Male,Home and lifestyle,135520.0,9,Ewallet,4.761904762
562-12-5430,01/18/19,77,A,Jakarta,Member,Female,Fashion accessories,617050.0,3,Ewallet,4.761904762
821-14-9046,01/18/19,145,B,Bekasi,Member,Female,Fashion accessories,122360.0,6,Credit card,4.761904762
678-79-0726,01/18/19,240,C,Bogor,Member,Female,Sports and travel,634410.0,9,Cash,4.761904762
166-19-2553,01/18/19,52,A,Jakarta,Member,Male,Sports and travel,623420.0,6,Cash,4.761904762
781-84-8059,01/18/19,178,C,Bogor,Normal,Male,Fashion accessories,425180.0,7,Ewallet,4.761904762
645-44-1170,01/19/19,60,A,Jakarta,Member,Male,Home and lifestyle,406490.0,9,Ewallet,4.761904762
894-41-5205,01/19/19,198,C,Bogor,Normal,Female,Food and beverages,302260.0,8,Credit card,4.761904762
796-32-9050,01/19/19,9,A,Jakarta,Normal,Male,Food and beverages,358960.0,6,Cash,4.761904762
608-27-6295,01/19/19,131,B,Bekasi,Member,Male,Electronic accessories,370230.0,6,Credit card,4.761904762
779-06-0012,01/19/19,230,C,Bogor,Member,Female,Home and lifestyle,620270.0,1,Cash,4.761904762
882-40-4577,01/19/19,51,A,Jakarta,Member,Male,Sports and travel,470820.00000000006,4,Credit card,4.761904762
375-72-3056,01/19/19,82,B,Bekasi,Normal,Male,Sports and travel,441420.0,3,Ewallet,4.761904762
284-54-4231,01/19/19,218,C,Bogor,Member,Male,Sports and travel,566510.0,1,Credit card,4.761904762
149-61-1929,01/19/19,8,A,Jakarta,Normal,Male,Sports and travel,449330.0,10,Credit card,4.761904762
482-17-1179,01/19/19,53,A,Jakarta,Member,Male,Electronic accessories,83580.0,3,Credit card,4.761904762
832-51-6761,01/19/19,8,A,Jakarta,Normal,Male,Food and beverages,237160.00000000003,8,Ewallet,4.761904762
125-45-2293,01/19/19,24,A,Jakarta,Normal,Female,Fashion accessories,693700.0,6,Cash,4.761904762
761-49-0439,01/19/19,151,B,Bekasi,Member,Female,Electronic accessories,84700.0,8,Ewallet,4.761904762
151-27-8496,01/19/19,189,C,Bogor,Normal,Female,Electronic accessories,392910.0,4,Ewallet,4.761904762
809-69-9497,01/19/19,28,A,Jakarta,Normal,Female,Home and lifestyle,319760.0,10,Ewallet,4.761904762
728-47-9078,01/19/19,219,C,Bogor,Member,Male,Food and beverages,417130.0,4,Cash,4.761904762
779-06-0012,01/19/19,229,C,Bogor,Member,Female,Home and lifestyle,620270.0,1,Cash,4.761904762
882-40-4577,01/19/19,55,A,Jakarta,Member,Male,Sports and travel,470820.00000000006,4,Credit card,4.761904762
375-72-3056,01/19/19,89,B,Bekasi,Normal,Male,Sports and travel,441420.0,3,Ewallet,4.761904762
284-54-4231,01/19/19,206,C,Bogor,Member,Male,Sports and travel,566510.0,1,Credit card,4.761904762
149-61-1929,01/19/19,5,A,Jakarta,Normal,Male,Sports and travel,449330.0,10,Credit card,4.761904762
482-17-1179,01/19/19,53,A,Jakarta,Member,Male,Electronic accessories,83580.0,3,Credit card,4.761904762
832-51-6761,01/19/19,1,A,Jakarta,Normal,Male,Food and beverages,237160.00000000003,8,Ewallet,4.761904762
125-45-2293,01/19/19,28,A,Jakarta,Normal,Female,Fashion accessories,693700.0,6,Cash,4.761904762
761-49-0439,01/19/19,153,B,Bekasi,Member,Female,Electronic accessories,84700.0,8,Ewallet,4.761904762
151-27-8496,01/19/19,188,C,Bogor,Normal,Female,Electronic accessories,392910.0,4,Ewallet,4.761904762
809-69-9497,01/19/19,35,A,Jakarta,Normal,Female,Home and lifestyle,319760.0,10,Ewallet,4.761904762
728-47-9078,01/19/19,213,C,Bogor,Member,Male,Food and beverages,417130.0,4,Cash,4.761904762
817-48-8732,01/20/19,63,A,Jakarta,Member,Female,Home and lifestyle,506449.99999999994,10,Cash,4.761904762
378-24-2715,01/20/19,82,B,Bekasi,Normal,Male,Home and lifestyle,374080.0,2,Ewallet,4.761904762
645-78-8093,01/20/19,24,A,Jakarta,Normal,Female,Sports and travel,651980.0,2,Ewallet,4.761904762
725-96-3778,01/20/19,233,C,Bogor,Member,Female,Home and lifestyle,624750.0,8,Cash,4.761904762
257-73-1380,01/20/19,208,C,Bogor,Member,Male,Sports and travel,580510.0,4,Ewallet,4.761904762
356-44-8813,01/20/19,94,B,Bekasi,Normal,Male,Home and lifestyle,262360.0,3,Credit card,4.761904762
760-27-5490,01/20/19,177,C,Bogor,Normal,Male,Fashion accessories,109340.0,8,Ewallet,4.761904762
410-67-1709,01/20/19,62,A,Jakarta,Member,Female,Fashion accessories,447160.0,8,Ewallet,4.761904762
787-87-2010,01/20/19,46,A,Jakarta,Member,Male,Health and beauty,388500.0,4,Credit card,4.761904762
458-10-8612,01/20/19,174,C,Bogor,Normal,Male,Health and beauty,448560.0,7,Ewallet,4.761904762
645-78-8093,01/20/19,24,A,Jakarta,Normal,Female,Sports and travel,651980.0,2,Ewallet,4.761904762
725-96-3778,01/20/19,235,C,Bogor,Member,Female,Home and lifestyle,624750.0,8,Cash,4.761904762
257-73-1380,01/20/19,210,C,Bogor,Member,Male,Sports and travel,580510.0,4,Ewallet,4.761904762
356-44-8813,01/20/19,92,B,Bekasi,Normal,Male,Home and lifestyle,262360.0,3,Credit card,4.761904762
760-27-5490,01/20/19,176,C,Bogor,Normal,Male,Fashion accessories,109340.0,8,Ewallet,4.761904762
410-67-1709,01/20/19,65,A,Jakarta,Member,Female,Fashion accessories,447160.0,8,Ewallet,4.761904762
787-87-2010,01/20/19,44,A,Jakarta,Member,Male,Health and beauty,388500.0,4,Credit card,4.761904762
458-10-8612,01/20/19,176,C,Bogor,Normal,Male,Health and beauty,448560.0,7,Ewallet,4.761904762
329-62-1586,01/21/19,1,A,Jakarta,Normal,Male,Food and beverages,382690.0,3,Credit card,4.761904762
870-72-4431,01/21/19,194,C,Bogor,Normal,Female,Health and beauty,694330.0,6,Credit card,4.761904762
239-10-7476,01/21/19,24,A,Jakarta,Normal,Female,Home and lifestyle,545650.0,6,Ewallet,4.761904762
316-68-6352,01/21/19,61,A,Jakarta,Member,Female,Food and beverages,254520.0,2,Cash,4.761904762
462-67-9126,01/21/19,4,A,Jakarta,Normal,Male,Home and lifestyle,512540.0,6,Cash,4.761904762
269-10-8440,01/21/19,41,A,Jakarta,Member,Male,Health and beauty,372190.0,7,Cash,4.761904762
401-18-8016,01/21/19,143,B,Bekasi,Member,Female,Sports and travel,686910.0,1,Cash,4.761904762
162-65-8559,01/21/19,220,C,Bogor,Member,Male,Food and beverages,482860.0,1,Cash,4.761904762
316-68-6352,01/21/19,73,A,Jakarta,Member,Female,Food and beverages,254520.0,2,Cash,4.761904762
462-67-9126,01/21/19,6,A,Jakarta,Normal,Male,Home and lifestyle,512540.0,6,Cash,4.761904762
269-10-8440,01/21/19,50,A,Jakarta,Member,Male,Health and beauty,372190.0,7,Cash,4.761904762
401-18-8016,01/21/19,146,B,Bekasi,Member,Female,Sports and travel,686910.0,1,Cash,4.761904762
162-65-8559,01/21/19,205,C,Bogor,Member,Male,Food and beverages,482860.0,1,Cash,4.761904762
287-21-9091,01/22/19,4,A,Jakarta,Normal,Male,Home and lifestyle,522690.0,9,Ewallet,4.761904762
756-01-7507,01/22/19,186,C,Bogor,Normal,Female,Health and beauty,142660.0,5,Cash,4.761904762
186-09-3669,01/22/19,240,C,Bogor,Member,Female,Health and beauty,570570.0,1,Ewallet,4.761904762
521-18-7827,01/22/19,202,C,Bogor,Member,Male,Home and lifestyle,275730.0,5,Credit card,4.761904762
460-35-4390,01/22/19,17,A,Jakarta,Normal,Male,Home and lifestyle,214760.0,3,Ewallet,4.761904762
563-47-4072,01/22/19,102,B,Bekasi,Normal,Female,Health and beauty,390670.0,6,Cash,4.761904762
120-54-2248,01/22/19,110,B,Bekasi,Normal,Female,Food and beverages,202020.0,5,Credit card,4.761904762
186-09-3669,01/22/19,237,C,Bogor,Member,Female,Health and beauty,570570.0,1,Ewallet,4.761904762
521-18-7827,01/22/19,213,C,Bogor,Member,Male,Home and lifestyle,275730.0,5,Credit card,4.761904762
460-35-4390,01/22/19,15,A,Jakarta,Normal,Male,Home and lifestyle,214760.0,3,Ewallet,4.761904762
563-47-4072,01/22/19,101,B,Bekasi,Normal,Female,Health and beauty,390670.0,6,Cash,4.761904762
120-54-2248,01/22/19,118,B,Bekasi,Normal,Female,Food and beverages,202020.0,5,Credit card,4.761904762
480-63-2856,01/23/19,180,C,Bogor,Normal,Male,Food and beverages,134750.0,8,Ewallet,4.761904762
565-80-5980,01/23/19,231,C,Bogor,Member,Female,Home and lifestyle,331660.0,4,Cash,4.761904762
731-81-9469,01/23/19,221,C,Bogor,Member,Female,Sports and travel,628600.0,10,Credit card,4.761904762
434-83-9547,01/23/19,216,C,Bogor,Member,Male,Food and beverages,269290.0,8,Cash,4.761904762
604-70-6476,01/23/19,46,A,Jakarta,Member,Male,Fashion accessories,125580.00000000001,5,Ewallet,4.761904762
740-22-2500,01/23/19,200,C,Bogor,Normal,Female,Electronic accessories,588350.0,3,Cash,4.761904762
767-05-1286,01/23/19,236,C,Bogor,Member,Female,Home and lifestyle,586390.0,6,Ewallet,4.761904762
213-32-1216,01/23/19,40,A,Jakarta,Normal,Female,Electronic accessories,462420.0,6,Cash,4.761904762
219-61-4139,01/23/19,161,C,Bogor,Normal,Male,Electronic accessories,581560.0,1,Ewallet,4.761904762
318-12-0304,01/23/19,3,A,Jakarta,Normal,Male,Fashion accessories,214270.0,1,Ewallet,4.761904762
828-46-6863,01/23/19,54,A,Jakarta,Member,Male,Food and beverages,689710.0,6,Credit card,4.761904762
790-38-4466,01/23/19,193,C,Bogor,Normal,Female,Health and beauty,76930.0,5,Credit card,4.761904762
477-59-2456,01/23/19,183,C,Bogor,Normal,Female,Fashion accessories,318080.0,7,Cash,4.761904762
160-22-2687,01/23/19,62,A,Jakarta,Member,Female,Health and beauty,671650.0,5,Ewallet,4.761904762
316-66-3011,01/23/19,78,A,Jakarta,Member,Female,Food and beverages,333410.0,9,Cash,4.761904762
809-46-1866,01/23/19,1,A,Jakarta,Normal,Male,Health and beauty,407050.0,4,Cash,4.761904762
148-41-7930,01/23/19,173,C,Bogor,Normal,Male,Health and beauty,699720.0,7,Cash,4.761904762
434-83-9547,01/23/19,213,C,Bogor,Member,Male,Food and beverages,269290.0,8,Cash,4.761904762
604-70-6476,01/23/19,56,A,Jakarta,Member,Male,Fashion accessories,125580.00000000001,5,Ewallet,4.761904762
740-22-2500,01/23/19,190,C,Bogor,Normal,Female,Electronic accessories,588350.0,3,Cash,4.761904762
767-05-1286,01/23/19,221,C,Bogor,Member,Female,Home and lifestyle,586390.0,6,Ewallet,4.761904762
213-32-1216,01/23/19,27,A,Jakarta,Normal,Female,Electronic accessories,462420.0,6,Cash,4.761904762
219-61-4139,01/23/19,169,C,Bogor,Normal,Male,Electronic accessories,581560.0,1,Ewallet,4.761904762
318-12-0304,01/23/19,15,A,Jakarta,Normal,Male,Fashion accessories,214270.0,1,Ewallet,4.761904762
828-46-6863,01/23/19,41,A,Jakarta,Member,Male,Food and beverages,689710.0,6,Credit card,4.761904762
790-38-4466,01/23/19,191,C,Bogor,Normal,Female,Health and beauty,76930.0,5,Credit card,4.761904762
477-59-2456,01/23/19,190,C,Bogor,Normal,Female,Fashion accessories,318080.0,7,Cash,4.761904762
160-22-2687,01/23/19,79,A,Jakarta,Member,Female,Health and beauty,671650.0,5,Ewallet,4.761904762
316-66-3011,01/23/19,61,A,Jakarta,Member,Female,Food and beverages,333410.0,9,Cash,4.761904762
809-46-1866,01/23/19,19,A,Jakarta,Normal,Male,Health and beauty,407050.0,4,Cash,4.761904762
148-41-7930,01/23/19,177,C,Bogor,Normal,Male,Health and beauty,699720.0,7,Cash,4.761904762
232-11-3025,01/24/19,11,A,Jakarta,Normal,Male,Sports and travel,551390.0,10,Cash,4.761904762
139-20-0155,01/24/19,129,B,Bekasi,Member,Male,Electronic accessories,282100.0,10,Credit card,4.761904762
726-27-2396,01/24/19,29,A,Jakarta,Normal,Female,Health and beauty,542500.0,5,Ewallet,4.761904762
435-13-4908,01/24/19,54,A,Jakarta,Member,Male,Fashion accessories,606760.0,8,Credit card,4.761904762
789-23-8625,01/24/19,128,B,Bekasi,Member,Male,Fashion accessories,652540.0,3,Cash,4.761904762
510-79-0415,01/24/19,148,B,Bekasi,Member,Female,Sports and travel,161560.0,6,Ewallet,4.761904762
438-23-1242,01/24/19,84,B,Bekasi,Normal,Male,Electronic accessories,531160.0,7,Ewallet,4.761904762
775-72-1988,01/24/19,87,B,Bekasi,Normal,Male,Home and lifestyle,512960.0,5,Ewallet,4.761904762
443-60-9639,01/24/19,234,C,Bogor,Member,Female,Home and lifestyle,426090.0,1,Cash,4.761904762
778-34-2523,01/24/19,78,A,Jakarta,Member,Female,Electronic accessories,340340.0,8,Cash,4.761904762
237-44-6163,01/24/19,10,A,Jakarta,Normal,Male,Electronic accessories,73920.0,8,Cash,4.761904762
235-06-8510,01/24/19,208,C,Bogor,Member,Male,Home and lifestyle,600040.0,3,Ewallet,4.761904762
602-16-6955,01/24/19,115,B,Bekasi,Normal,Female,Sports and travel,536200.0,10,Ewallet,4.761904762
139-20-0155,01/24/19,132,B,Bekasi,Member,Male,Electronic accessories,282100.0,10,Credit card,4.761904762
726-27-2396,01/24/19,36,A,Jakarta,Normal,Female,Health and beauty,542500.0,5,Ewallet,4.761904762
435-13-4908,01/24/19,43,A,Jakarta,Member,Male,Fashion accessories,606760.0,8,Credit card,4.761904762
789-23-8625,01/24/19,121,B,Bekasi,Member,Male,Fashion accessories,652540.0,3,Cash,4.761904762
510-79-0415,01/24/19,145,B,Bekasi,Member,Female,Sports and travel,161560.0,6,Ewallet,4.761904762
438-23-1242,01/24/19,87,B,Bekasi,Normal,Male,Electronic accessories,531160.0,7,Ewallet,4.761904762
775-72-1988,01/24/19,87,B,Bekasi,Normal,Male,Home and lifestyle,512960.0,5,Ewallet,4.761904762
443-60-9639,01/24/19,237,C,Bogor,Member,Female,Home and lifestyle,426090.0,1,Cash,4.761904762
778-34-2523,01/24/19,79,A,Jakarta,Member,Female,Electronic accessories,340340.0,8,Cash,4.761904762
237-44-6163,01/24/19,13,A,Jakarta,Normal,Male,Electronic accessories,73920.0,8,Cash,4.761904762
235-06-8510,01/24/19,211,C,Bogor,Member,Male,Home and lifestyle,600040.0,3,Ewallet,4.761904762
602-16-6955,01/24/19,105,B,Bekasi,Normal,Female,Sports and travel,536200.0,10,Ewallet,4.761904762
145-94-9061,01/25/19,118,B,Bekasi,Normal,Female,Food and beverages,618520.0,5,Cash,4.761904762
778-71-5554,01/25/19,220,C,Bogor,Member,Male,Fashion accessories,108010.0,1,Credit card,4.761904762
191-10-6171,01/25/19,120,B,Bekasi,Normal,Female,Fashion accessories,277340.0,7,Cash,4.761904762
280-17-4359,01/25/19,211,C,Bogor,Member,Male,Health and beauty,633500.0,10,Cash,4.761904762
824-88-3614,01/25/19,175,C,Bogor,Normal,Male,Health and beauty,240170.00000000003,8,Ewallet,4.761904762
888-02-0338,01/25/19,17,A,Jakarta,Normal,Male,Electronic accessories,183610.0,9,Ewallet,4.761904762
283-79-9594,01/25/19,119,B,Bekasi,Normal,Female,Food and beverages,339570.0,7,Credit card,4.761904762
307-83-9164,01/25/19,60,A,Jakarta,Member,Male,Home and lifestyle,420070.0,4,Cash,4.761904762
730-61-8757,01/25/19,139,B,Bekasi,Member,Male,Health and beauty,357910.0,4,Credit card,4.761904762
261-12-8671,01/25/19,113,B,Bekasi,Normal,Female,Fashion accessories,426720.0,2,Credit card,4.761904762
569-71-4390,01/25/19,90,B,Bekasi,Normal,Male,Sports and travel,153090.0,2,Ewallet,4.761904762
268-03-6164,01/25/19,86,B,Bekasi,Normal,Male,Health and beauty,672770.0,1,Ewallet,4.761904762
340-21-9136,01/25/19,62,A,Jakarta,Member,Female,Sports and travel,280350.0,4,Cash,4.761904762
856-66-2701,01/25/19,59,A,Jakarta,Member,Male,Home and lifestyle,373100.0,3,Ewallet,4.761904762
394-55-6384,01/25/19,229,C,Bogor,Member,Female,Sports and travel,491330.0,9,Cash,4.761904762
288-38-3758,01/25/19,234,C,Bogor,Member,Female,Fashion accessories,594090.0,3,Ewallet,4.761904762
843-73-4724,01/25/19,18,A,Jakarta,Normal,Male,Fashion accessories,518699.99999999994,1,Cash,4.761904762
824-88-3614,01/25/19,167,C,Bogor,Normal,Male,Health and beauty,240170.00000000003,8,Ewallet,4.761904762
888-02-0338,01/25/19,12,A,Jakarta,Normal,Male,Electronic accessories,183610.0,9,Ewallet,4.761904762
283-79-9594,01/25/19,101,B,Bekasi,Normal,Female,Food and beverages,339570.0,7,Credit card,4.761904762
307-83-9164,01/25/19,47,A,Jakarta,Member,Male,Home and lifestyle,420070.0,4,Cash,4.761904762
730-61-8757,01/25/19,125,B,Bekasi,Member,Male,Health and beauty,357910.0,4,Credit card,4.761904762
261-12-8671,01/25/19,105,B,Bekasi,Normal,Female,Fashion accessories,426720.0,2,Credit card,4.761904762
569-71-4390,01/25/19,97,B,Bekasi,Normal,Male,Sports and travel,153090.0,2,Ewallet,4.761904762
268-03-6164,01/25/19,95,B,Bekasi,Normal,Male,Health and beauty,672770.0,1,Ewallet,4.761904762
340-21-9136,01/25/19,64,A,Jakarta,Member,Female,Sports and travel,280350.0,4,Cash,4.761904762
856-66-2701,01/25/19,56,A,Jakarta,Member,Male,Home and lifestyle,373100.0,3,Ewallet,4.761904762
394-55-6384,01/25/19,235,C,Bogor,Member,Female,Sports and travel,491330.0,9,Cash,4.761904762
288-38-3758,01/25/19,225,C,Bogor,Member,Female,Fashion accessories,594090.0,3,Ewallet,4.761904762
843-73-4724,01/25/19,14,A,Jakarta,Normal,Male,Fashion accessories,518699.99999999994,1,Cash,4.761904762
847-38-7188,01/26/19,105,B,Bekasi,Normal,Female,Food and beverages,676760.0,3,Ewallet,4.761904762
225-32-0908,01/26/19,190,C,Bogor,Normal,Female,Sports and travel,314020.0,10,Ewallet,4.761904762
316-55-4634,01/26/19,130,B,Bekasi,Member,Male,Food and beverages,560350.0,5,Credit card,4.761904762
641-43-2399,01/26/19,99,B,Bekasi,Normal,Male,Home and lifestyle,178850.0,4,Ewallet,4.761904762
