EmployeeId,Education,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,Status
I2-36109,Masters,New Delhi,3,24,Male,No,2,Active
I1-95534,Bachelors,Bangalore,3,25,Male,No,3,Left
I1-56487,Bachelors,Bangalore,3,25,Female,No,3,Left
I1-19179,Bachelors,Bangalore,1,24,Male,No,2,Left
I2-94782,Bachelors,New Delhi,3,27,Female,No,5,Active
I1-19315,Bachelors,Bangalore,3,27,Female,No,5,Left
I1-83964,Bachelors,Bangalore,3,28,Female,No,2,Left
I1-42284,Bachelors,Bangalore,3,27,Male,No,5,Left
I1-68029,Bachelors,Bangalore,3,26,Male,No,4,Left
I3-80955,Bachelors,Pune,1,27,Female,No,5,Active
I2-99210,Bachelors,New Delhi,3,27,Female,Yes,5,Left
I1-41155,Bachelors,Bangalore,3,28,Male,No,4,Left
I1-85234,Bachelors,Bangalore,3,27,Male,No,5,Active
I1-91575,Bachelors,Bangalore,3,28,Female,No,1,Left
I2-44981,Masters,New Delhi,3,25,Female,No,3,Active
I1-82706,Bachelors,Bangalore,3,27,Male,No,5,Left
I1-98093,Bachelors,Bangalore,3,24,Male,Yes,2,Active
I3-47924,Masters,Pune,2,25,Female,No,3,Active
I2-16506,Bachelors,New Delhi,2,27,Female,No,5,Left
I1-75827,Bachelors,Bangalore,3,28,Male,No,3,Active
I3-66395,Bachelors,Pune,2,25,Female,Yes,3,Active
I2-96171,Masters,New Delhi,3,24,Male,No,2,Left
I1-54368,Bachelors,Bangalore,3,28,Male,No,4,Left
I3-71262,Masters,Pune,3,26,Male,No,4,Active
I3-88632,Bachelors,Pune,3,26,Male,No,4,Left
I1-17327,Bachelors,Bangalore,3,26,Male,No,4,Left
I1-59006,Bachelors,Bangalore,3,26,Male,No,4,Left
I2-53845,Masters,New Delhi,1,24,Female,No,2,Active
I1-72692,Bachelors,Bangalore,3,25,Male,No,3,Left
I1-74344,Bachelors,Bangalore,3,27,Male,No,5,Active
I1-46978,Bachelors,Bangalore,3,28,Male,No,1,Left
I3-80338,Bachelors,Pune,2,28,Female,No,4,Active
I1-73905,Bachelors,Bangalore,3,28,Male,No,1,Left
I2-10151,Bachelors,New Delhi,3,25,Female,No,3,Left
I1-58920,Bachelors,Bangalore,3,25,Male,Yes,3,Active
I3-43005,Bachelors,Pune,1,27,Female,No,5,Active
I2-86325,Masters,New Delhi,3,24,Male,No,2,Left
I1-86269,Bachelors,Bangalore,3,24,Male,No,2,Left
I3-94879,Bachelors,Pune,3,26,Male,No,4,Left
I1-71641,Bachelors,Bangalore,3,25,Female,No,3,Active
I1-33926,Bachelors,Bangalore,3,28,Male,No,2,Left
I3-39990,Bachelors,Pune,3,25,Female,No,3,Active
I1-60786,Bachelors,Bangalore,3,24,Male,No,2,Left
I1-67190,Bachelors,Bangalore,3,24,Male,Yes,2,Active
I1-52108,Bachelors,Bangalore,3,28,Male,Yes,4,Left
I1-99123,Bachelors,Bangalore,3,26,Female,No,4,Left
I1-45898,Bachelors,Bangalore,3,28,Male,No,1,Left
I1-23841,Bachelors,Bangalore,3,27,Male,No,5,Left
I2-54585,Bachelors,New Delhi,3,26,Male,No,4,Left
I1-24840,Bachelors,Bangalore,3,27,Female,No,5,Left
I1-21926,Bachelors,Bangalore,3,27,Female,Yes,5,Active
I1-23997,Bachelors,Bangalore,3,26,Male,No,4,Left
I2-43713,PHD,New Delhi,2,24,Female,No,2,Left
I1-67179,Bachelors,Bangalore,3,26,Male,No,4,Active
I2-40746,Bachelors,New Delhi,2,24,Female,No,2,Left
I3-33277,PHD,Pune,1,25,Female,No,3,Active
I2-81491,Bachelors,New Delhi,3,24,Male,No,2,Left
I1-99338,Bachelors,Bangalore,3,25,Female,No,3,Left
I1-32990,Bachelors,Bangalore,3,24,Male,Yes,2,Left
I2-10574,Masters,New Delhi,3,26,Male,Yes,4,Active
I1-75837,Bachelors,Bangalore,2,25,Female,No,3,Active
I1-82512,Bachelors,Bangalore,3,25,Male,No,3,Left
I2-47660,Masters,New Delhi,3,28,Male,Yes,2,Left
I1-93954,Bachelors,Bangalore,3,24,Female,No,2,Left
I1-31232,Bachelors,Bangalore,3,24,Male,No,2,Left
I2-54906,PHD,New Delhi,3,27,Female,No,5,Active
I1-85208,Bachelors,Bangalore,3,25,Male,No,3,Left
I1-35313,Bachelors,Bangalore,3,25,Male,No,3,Left
I1-87584,Bachelors,Bangalore,3,28,Male,No,5,Left
I2-26017,Bachelors,New Delhi,2,26,Female,No,4,Left
I1-31766,Bachelors,Bangalore,3,25,Male,No,3,Left
I3-51219,Masters,Pune,3,24,Male,No,2,Active
I1-11255,Bachelors,Bangalore,3,26,Male,No,4,Left
I1-54757,Bachelors,Bangalore,3,26,Male,No,4,Left
I2-72251,Bachelors,New Delhi,3,28,Female,No,2,Left
I2-34651,Masters,New Delhi,2,27,Male,Yes,5,Active
I3-68681,Bachelors,Pune,2,27,Female,No,5,Active
I2-17196,Masters,New Delhi,3,28,Female,No,4,Left
I2-87955,Masters,New Delhi,3,25,Female,No,3,Left
I1-72790,Masters,Bangalore,3,26,Female,No,4,Left
I3-84249,Bachelors,Pune,2,27,Female,No,5,Active
I2-27603,Bachelors,New Delhi,3,27,Female,No,5,Left
I2-12247,Masters,New Delhi,1,26,Female,No,4,Left
I2-83078,Bachelors,New Delhi,3,27,Female,No,5,Left
I2-48631,Bachelors,New Delhi,3,28,Male,No,3,Left
I3-76693,Masters,Pune,2,27,Male,No,5,Active
I2-33342,Bachelors,New Delhi,3,26,Female,No,4,Left
I1-78345,Bachelors,Bangalore,3,28,Female,No,4,Active
I2-87358,Masters,New Delhi,3,27,Male,Yes,5,Active
I3-23780,Bachelors,Pune,2,24,Male,No,2,Left
I2-29741,Masters,New Delhi,3,25,Female,No,3,Active
I1-75234,Bachelors,Bangalore,3,25,Female,Yes,3,Active
I1-91939,Bachelors,Bangalore,3,28,Male,Yes,4,Left
I2-50792,Masters,New Delhi,3,28,Male,No,2,Left
I1-85651,Bachelors,Bangalore,3,24,Male,No,2,Left
I1-49390,Bachelors,Bangalore,3,26,Male,Yes,4,Left
I3-16249,Bachelors,Pune,3,24,Female,No,2,Active
I3-61188,Bachelors,Pune,3,26,Male,No,4,Left
I1-31891,Bachelors,Bangalore,3,27,Male,No,5,Left
I1-28724,Bachelors,Bangalore,3,24,Male,No,2,Active
I1-59231,Bachelors,Bangalore,1,26,Female,No,4,Left
I1-95569,Bachelors,Bangalore,3,28,Female,No,3,Left
I1-95405,Bachelors,Bangalore,3,28,Male,No,3,Active
I1-11220,Bachelors,Bangalore,3,27,Male,Yes,5,Left
I1-72875,Bachelors,Bangalore,3,26,Female,No,4,Left
I2-66749,Masters,New Delhi,2,27,Female,No,5,Active
I2-63368,Bachelors,New Delhi,3,24,Female,No,2,Left
I3-89670,Bachelors,Pune,2,28,Female,No,2,Active
I2-84528,Bachelors,New Delhi,2,25,Female,No,3,Active
I3-92904,Bachelors,Pune,3,24,Male,No,2,Left
I2-93738,Bachelors,New Delhi,3,27,Female,No,5,Left
I2-12136,Bachelors,New Delhi,3,26,Male,No,4,Left
I1-13994,Bachelors,Bangalore,3,28,Male,No,0,Left
I3-86436,Bachelors,Pune,3,28,Male,No,5,Left
I3-31588,Bachelors,Pune,2,26,Female,No,4,Active
I1-46159,Bachelors,Bangalore,1,26,Male,No,4,Left
I2-63173,Masters,New Delhi,2,28,Female,Yes,2,Active
I2-35152,Masters,New Delhi,2,25,Male,No,3,Active
I1-87546,Bachelors,Bangalore,3,24,Male,No,2,Left
I1-76962,Bachelors,Bangalore,3,28,Male,No,0,Left
I3-88412,Bachelors,Pune,3,27,Male,No,5,Active
I3-73448,Bachelors,Pune,2,26,Female,No,4,Active
I1-59889,Bachelors,Bangalore,3,27,Female,Yes,5,Active
I3-41112,Bachelors,Pune,3,28,Male,No,4,Left
I3-54722,Bachelors,Pune,2,26,Female,No,4,Active
I1-80792,Bachelors,Bangalore,3,28,Female,No,3,Left
I2-39390,Masters,New Delhi,2,28,Female,No,2,Left
I2-57139,Bachelors,New Delhi,1,27,Female,No,5,Left
I2-85291,Bachelors,New Delhi,2,27,Male,No,5,Left
I1-86437,Bachelors,Bangalore,3,24,Male,No,2,Left
I3-14742,Bachelors,Pune,3,27,Male,No,5,Left
I1-84800,Bachelors,Bangalore,3,27,Female,No,5,Left
I1-11061,Bachelors,Bangalore,3,27,Male,No,5,Left
I2-29228,Masters,New Delhi,3,24,Male,No,2,Left
I2-11714,Bachelors,New Delhi,2,25,Female,No,3,Active
I1-27272,Bachelors,Bangalore,3,25,Male,No,3,Left
I1-36802,Bachelors,Bangalore,3,25,Male,No,3,Active
I3-45648,Masters,Pune,3,25,Male,Yes,3,Active
I3-41985,Bachelors,Pune,3,24,Female,No,2,Left
I3-19884,Bachelors,Pune,3,24,Female,No,2,Active
I1-74131,Bachelors,Bangalore,3,24,Male,No,2,Left
I2-64131,Masters,New Delhi,3,26,Female,No,4,Active
I3-17836,Bachelors,Pune,3,25,Male,No,3,Left
I2-69366,Bachelors,New Delhi,2,26,Female,No,4,Left
I1-58454,Bachelors,Bangalore,3,28,Male,No,3,Left
I3-10452,Bachelors,Pune,2,28,Female,No,0,Active
I2-92096,Bachelors,New Delhi,3,24,Male,No,2,Left
I2-37944,Bachelors,New Delhi,3,28,Male,No,1,Left
I1-33196,Bachelors,Bangalore,1,24,Male,No,2,Left
I3-90865,Masters,Pune,2,28,Female,No,4,Left
I3-85101,Bachelors,Pune,3,24,Male,No,2,Left
I1-36753,Bachelors,Bangalore,3,27,Female,No,5,Left
I3-55657,Bachelors,Pune,3,28,Male,No,2,Left
I1-13796,Bachelors,Bangalore,3,28,Female,No,5,Left
I1-48769,Bachelors,Bangalore,3,25,Male,No,3,Active
I1-30284,Bachelors,Bangalore,3,28,Female,No,5,Left
I1-77948,Bachelors,Bangalore,3,27,Male,No,5,Active
I1-89240,Bachelors,Bangalore,3,26,Male,No,4,Left
I1-74127,Bachelors,Bangalore,1,24,Male,No,2,Left
I1-60334,Bachelors,Bangalore,3,27,Female,No,5,Left
I1-21698,Bachelors,Bangalore,3,25,Male,No,3,Active
I3-26460,Bachelors,Pune,3,28,Female,No,4,Active
I1-71902,Masters,Bangalore,2,24,Female,Yes,2,Active
I1-20156,Bachelors,Bangalore,3,28,Male,No,2,Left
I3-49597,Masters,Pune,2,24,Female,No,2,Active
I2-97083,Bachelors,New Delhi,3,26,Female,No,4,Active
I3-34030,Bachelors,Pune,2,28,Female,No,3,Active
I3-74977,Masters,Pune,2,28,Male,No,5,Active
I2-72293,Bachelors,New Delhi,1,28,Female,No,5,Active
I3-48321,Bachelors,Pune,2,26,Female,Yes,4,Active
I2-17179,Masters,New Delhi,3,28,Male,No,2,Left
I1-72473,Bachelors,Bangalore,3,27,Male,No,5,Left
I1-48552,Bachelors,Bangalore,3,28,Male,No,2,Active
I3-16140,Bachelors,Pune,3,28,Male,No,2,Left
I3-57171,Bachelors,Pune,3,27,Female,No,5,Active
I2-18820,Masters,New Delhi,3,24,Male,No,2,Active
I1-20247,Bachelors,Bangalore,3,25,Male,Yes,3,Active
I2-56231,Bachelors,New Delhi,2,25,Male,No,3,Left
I3-79086,Bachelors,Pune,3,24,Female,No,2,Active
I2-66049,Bachelors,New Delhi,3,26,Female,No,4,Left
I3-15051,Bachelors,Pune,3,26,Male,No,4,Left
I1-24580,Bachelors,Bangalore,3,28,Male,No,4,Left
I1-99136,Bachelors,Bangalore,3,26,Male,Yes,4,Active
I3-82972,Bachelors,Pune,2,26,Male,No,4,Left
I3-95317,Bachelors,Pune,2,25,Female,No,3,Active
I3-32340,Bachelors,Pune,3,25,Male,Yes,3,Active
I1-26830,Bachelors,Bangalore,3,25,Female,No,3,Left
I1-15774,Bachelors,Bangalore,3,28,Male,No,4,Left
I2-39904,Masters,New Delhi,3,24,Female,No,2,Left
I3-98008,Masters,Pune,2,27,Female,No,5,Left
I1-64943,Bachelors,Bangalore,3,24,Male,No,2,Left
I3-16564,Bachelors,Pune,3,27,Female,No,5,Active
I2-20016,Masters,New Delhi,2,28,Male,No,4,Left
I2-49174,Bachelors,New Delhi,2,25,Male,No,3,Left
I3-16011,Bachelors,Pune,3,25,Male,Yes,3,Active
I3-64265,Masters,Pune,2,24,Female,No,2,Active
I3-58363,Bachelors,Pune,3,27,Male,Yes,5,Active
I1-53681,Bachelors,Bangalore,3,26,Female,No,4,Active
I3-77469,Bachelors,Pune,2,27,Female,No,5,Active
I1-89782,Bachelors,Bangalore,3,27,Male,No,5,Active
I1-89884,Bachelors,Bangalore,3,26,Male,No,4,Left
I3-90057,Bachelors,Pune,2,27,Female,No,5,Active
I1-48814,Masters,Bangalore,2,28,Male,No,2,Left
I2-60656,Masters,New Delhi,3,24,Female,No,2,Active
I3-43291,Bachelors,Pune,3,24,Male,No,2,Left
I1-60872,Bachelors,Bangalore,3,24,Male,No,2,Active
I2-12042,Masters,New Delhi,2,28,Male,No,3,Left
I1-82896,Bachelors,Bangalore,3,26,Female,Yes,4,Left
I3-81011,Bachelors,Pune,3,26,Female,No,4,Active
I1-10073,Bachelors,Bangalore,3,25,Male,Yes,3,Left
I1-71048,Bachelors,Bangalore,3,26,Male,No,4,Left
I3-39771,Masters,Pune,3,28,Male,No,2,Active
I1-82902,Bachelors,Bangalore,3,26,Male,No,4,Left
I1-19173,Bachelors,Bangalore,3,27,Male,No,5,Left
I1-59335,Bachelors,Bangalore,3,27,Female,No,5,Left
I2-80871,PHD,New Delhi,3,27,Male,No,5,Left
I2-56566,Bachelors,New Delhi,2,25,Male,No,3,Left
I2-45145,Bachelors,New Delhi,3,28,Female,No,2,Left
I3-97761,Bachelors,Pune,2,26,Female,No,4,Active
I1-81572,Bachelors,Bangalore,3,27,Female,No,5,Left
I3-14615,Bachelors,Pune,2,24,Female,No,2,Active
I1-16462,Bachelors,Bangalore,3,27,Female,No,5,Left
I1-52899,Bachelors,Bangalore,3,25,Male,No,3,Active
I1-86455,Bachelors,Bangalore,3,26,Male,No,4,Active
I1-96854,Bachelors,Bangalore,3,27,Male,No,5,Left
I3-71153,Bachelors,Pune,3,24,Male,No,2,Left
I1-50704,Bachelors,Bangalore,3,27,Male,No,5,Left
I3-52194,Bachelors,Pune,3,27,Male,No,5,Left
I1-32303,Bachelors,Bangalore,1,25,Male,No,3,Left
I2-30717,Masters,New Delhi,2,25,Female,No,3,Left
I3-55174,PHD,Pune,3,28,Male,No,0,Left
I1-74865,Bachelors,Bangalore,3,28,Male,No,3,Left
I1-22305,Bachelors,Bangalore,3,28,Male,No,5,Left
I2-57300,PHD,New Delhi,3,24,Male,No,2,Left
I1-39037,Bachelors,Bangalore,3,26,Male,Yes,4,Left
I3-51428,Bachelors,Pune,2,26,Female,Yes,4,Active
I1-16873,Bachelors,Bangalore,3,27,Male,Yes,5,Left
I2-93528,Bachelors,New Delhi,3,26,Male,No,4,Left
I1-50033,Masters,Bangalore,3,27,Male,No,5,Active
I3-10951,Bachelors,Pune,3,24,Male,Yes,2,Left
I1-77492,Bachelors,Bangalore,3,26,Male,No,4,Left
I3-47339,Bachelors,Pune,2,28,Female,No,2,Active
I1-24845,Masters,Bangalore,2,24,Male,No,2,Active
I2-57523,Masters,New Delhi,2,24,Male,No,2,Active
I3-16968,Masters,Pune,2,24,Female,No,2,Active
I3-27370,Bachelors,Pune,3,26,Male,No,4,Left
I3-85217,Bachelors,Pune,2,27,Female,No,5,Active
I1-13969,Bachelors,Bangalore,3,25,Male,No,3,Left
I2-45767,Masters,New Delhi,2,26,Female,No,4,Left
I1-39800,Bachelors,Bangalore,1,25,Female,No,3,Left
I1-56369,PHD,Bangalore,1,25,Female,No,3,Left
I1-80206,Bachelors,Bangalore,3,25,Female,No,3,Left
I2-12396,Bachelors,New Delhi,3,24,Male,No,2,Left
I3-89694,Bachelors,Pune,2,28,Female,Yes,2,Active
I2-49180,Bachelors,New Delhi,3,28,Male,No,5,Left
I1-81371,Bachelors,Bangalore,3,26,Male,No,4,Left
I1-99301,Bachelors,Bangalore,3,25,Male,No,3,Left
I3-59708,Bachelors,Pune,3,26,Male,No,4,Active
I3-96302,Masters,Pune,2,28,Female,No,2,Left
I2-81401,Masters,New Delhi,3,28,Male,No,2,Active
I1-93327,Bachelors,Bangalore,3,25,Male,No,3,Left
I2-61234,Masters,New Delhi,2,26,Female,No,4,Left
I2-91888,Bachelors,New Delhi,3,27,Male,No,5,Left
I1-68714,Bachelors,Bangalore,3,24,Female,No,2,Left
I3-51631,Masters,Pune,3,24,Female,No,2,Left
I3-11020,Bachelors,Pune,3,25,Female,No,3,Active
I3-96891,Bachelors,Pune,3,27,Female,No,5,Active
I2-26816,Bachelors,New Delhi,2,28,Male,No,0,Left
I2-48508,Bachelors,New Delhi,3,25,Female,No,3,Left
I3-34988,Bachelors,Pune,3,24,Male,No,2,Active
I2-56116,Masters,New Delhi,3,25,Male,No,3,Active
I3-55450,Bachelors,Pune,2,26,Female,No,4,Active
I2-92191,Masters,New Delhi,3,27,Male,No,5,Left
I1-75585,Bachelors,Bangalore,3,24,Female,No,2,Active
I2-47224,Bachelors,New Delhi,3,25,Male,No,3,Left
I1-64312,Bachelors,Bangalore,3,24,Male,No,2,Left
I2-22595,Bachelors,New Delhi,3,24,Female,No,2,Active
I1-69069,Bachelors,Bangalore,3,28,Male,No,1,Left
I1-28721,Bachelors,Bangalore,1,26,Male,No,4,Left
I1-39540,Bachelors,Bangalore,3,28,Male,Yes,3,Left
I3-60158,Bachelors,Pune,1,25,Female,No,3,Active
I3-80205,Bachelors,Pune,2,24,Female,Yes,2,Active
I3-53256,Bachelors,Pune,2,26,Male,No,4,Left
I1-98264,Bachelors,Bangalore,3,28,Male,No,0,Left
I1-98745,Bachelors,Bangalore,3,28,Male,No,2,Left
I3-49372,Bachelors,Pune,3,28,Female,Yes,3,Active
I1-42495,Bachelors,Bangalore,3,27,Male,No,5,Left
I2-86932,Masters,New Delhi,3,25,Male,No,3,Left
I2-99756,Bachelors,New Delhi,3,28,Female,No,4,Left
I1-67281,Bachelors,Bangalore,3,26,Male,No,4,Left
I1-12799,Bachelors,Bangalore,3,25,Male,No,3,Left
I2-18506,Masters,New Delhi,3,25,Male,No,3,Active
I1-40193,Bachelors,Bangalore,3,25,Male,No,3,Left
I1-59789,Bachelors,Bangalore,3,26,Female,No,4,Left
I1-37552,Bachelors,Bangalore,3,26,Female,No,4,Left
I2-30749,Masters,New Delhi,2,25,Male,Yes,3,Active
I1-16505,Bachelors,Bangalore,3,25,Male,No,3,Left
I1-21056,Bachelors,Bangalore,3,26,Female,No,4,Left
I3-57579,Bachelors,Pune,3,25,Female,No,3,Active
I2-58818,Bachelors,New Delhi,3,28,Female,Yes,2,Left
I1-24129,Bachelors,Bangalore,3,27,Female,No,5,Left
I1-98088,Bachelors,Bangalore,3,25,Male,No,3,Active
I1-34469,Bachelors,Bangalore,3,27,Female,Yes,5,Left
I2-96502,Bachelors,New Delhi,3,27,Female,No,5,Left
I1-88573,Bachelors,Bangalore,2,25,Male,No,3,Active
I1-96780,Bachelors,Bangalore,3,28,Female,No,4,Left
I2-17682,Bachelors,New Delhi,2,27,Male,No,5,Left
I1-94164,Bachelors,Bangalore,3,24,Female,No,2,Left
I1-20140,Bachelors,Bangalore,3,25,Male,No,3,Left
I2-13013,Bachelors,New Delhi,2,25,Female,No,3,Left
I3-64107,Bachelors,Pune,3,24,Male,No,2,Left
I2-40780,Bachelors,New Delhi,3,25,Female,No,3,Left
I2-18851,PHD,New Delhi,3,27,Female,No,5,Left
I1-83209,Bachelors,Bangalore,3,25,Female,No,3,Active
I1-97925,Masters,Bangalore,3,28,Male,No,2,Left
I3-66899,Bachelors,Pune,3,25,Male,No,3,Left
I1-75074,Bachelors,Bangalore,3,25,Male,Yes,3,Left
I2-44253,Bachelors,New Delhi,3,27,Male,No,5,Left
I3-24708,Bachelors,Pune,3,25,Female,No,3,Active
I2-12233,Masters,New Delhi,3,27,Female,No,5,Left
I1-81085,Bachelors,Bangalore,3,24,Male,No,2,Left
I3-23373,Bachelors,Pune,2,27,Female,No,5,Active
I1-35782,Bachelors,Bangalore,3,25,Male,No,3,Active
I1-84673,Bachelors,Bangalore,3,25,Male,No,3,Left
I2-91723,Bachelors,New Delhi,3,26,Female,No,4,Active
I3-92677,Bachelors,Pune,2,26,Female,No,4,Active
I3-20231,Bachelors,Pune,2,24,Female,No,2,Active
I1-59541,Bachelors,Bangalore,3,27,Male,No,5,Left
I2-94691,Bachelors,New Delhi,2,27,Male,No,5,Left
I2-44813,PHD,New Delhi,3,28,Female,No,1,Left
I2-19824,Masters,New Delhi,3,26,Female,No,4,Active
I1-52743,Bachelors,Bangalore,3,27,Male,No,5,Left
I1-89000,Bachelors,Bangalore,3,28,Female,No,0,Active
I3-24859,Bachelors,Pune,3,26,Male,No,4,Left
I3-49200,Bachelors,Pune,2,24,Female,No,2,Active
I1-40625,Bachelors,Bangalore,1,24,Female,No,2,Active
I1-41546,Bachelors,Bangalore,3,26,Female,No,4,Left
I3-68835,Masters,Pune,3,27,Male,No,5,Left
I2-26842,Masters,New Delhi,2,27,Male,No,5,Active
I2-73235,Masters,New Delhi,1,25,Female,No,3,Left
I3-96467,Masters,Pune,3,28,Male,No,0,Active
I2-52477,Masters,New Delhi,3,28,Male,No,2,Active
I2-48514,Masters,New Delhi,2,24,Male,No,2,Active
I3-36375,Bachelors,Pune,3,25,Female,No,3,Active
I2-66708,Masters,New Delhi,3,28,Male,No,5,Left
I1-17081,Bachelors,Bangalore,3,24,Male,No,2,Left
I1-66929,Masters,Bangalore,3,28,Male,No,1,Active
I1-26597,Bachelors,Bangalore,3,27,Female,Yes,5,Active
I1-67015,Bachelors,Bangalore,3,24,Male,No,2,Active
I3-43281,Bachelors,Pune,3,26,Male,No,4,Left
I2-28651,Bachelors,New Delhi,3,25,Female,No,3,Left
I1-57786,Bachelors,Bangalore,3,26,Male,No,4,Left
I2-28458,Bachelors,New Delhi,3,28,Female,No,0,Active
I1-84106,Bachelors,Bangalore,3,25,Female,No,3,Left
I3-47468,PHD,Pune,3,27,Male,No,5,Left
I1-97083,Bachelors,Bangalore,3,24,Male,No,2,Left
I1-84630,Bachelors,Bangalore,3,28,Female,No,3,Left
I3-93525,Bachelors,Pune,3,24,Male,No,2,Left
I3-93281,Bachelors,Pune,3,27,Male,No,5,Left
I2-76915,Bachelors,New Delhi,3,27,Male,No,5,Left
I1-82494,Bachelors,Bangalore,3,26,Female,Yes,4,Active
I1-63054,Bachelors,Bangalore,3,26,Male,No,4,Left
I3-36786,Bachelors,Pune,2,24,Female,No,2,Active
I1-74482,Bachelors,Bangalore,3,24,Male,No,2,Left
I1-62917,PHD,Bangalore,3,27,Female,No,5,Active
I1-22668,Bachelors,Bangalore,3,26,Male,No,4,Left
I2-43987,Bachelors,New Delhi,1,26,Female,No,4,Active
I3-16526,Bachelors,Pune,2,24,Female,No,2,Active
I3-30956,Bachelors,Pune,3,27,Male,No,5,Left
I2-61572,PHD,New Delhi,3,24,Female,No,2,Left
I1-80675,Bachelors,Bangalore,3,26,Male,No,4,Left
I1-99163,Bachelors,Bangalore,3,28,Male,No,5,Left
I1-23027,Bachelors,Bangalore,3,26,Female,No,4,Left
I1-28921,Bachelors,Bangalore,3,27,Female,No,5,Left
I3-77855,Bachelors,Pune,3,25,Female,No,3,Active
I2-39350,Masters,New Delhi,2,26,Male,No,4,Active
I1-45901,Bachelors,Bangalore,3,27,Male,No,5,Left
I1-39102,Bachelors,Bangalore,3,26,Female,No,4,Active
I3-24608,Bachelors,Pune,2,25,Female,No,3,Active
I1-17938,Bachelors,Bangalore,3,26,Male,No,4,Left
I3-17604,Bachelors,Pune,2,28,Male,No,1,Active
I1-65006,Bachelors,Bangalore,3,25,Male,No,3,Left
I1-62258,Bachelors,Bangalore,3,27,Male,No,5,Left
I1-95947,PHD,Bangalore,3,26,Male,No,4,Left
I2-75560,Bachelors,New Delhi,3,25,Female,Yes,3,Active
I1-14160,Bachelors,Bangalore,1,28,Female,No,3,Left
I1-23036,Bachelors,Bangalore,3,26,Male,No,4,Left
I2-27170,Bachelors,New Delhi,3,27,Male,No,5,Left
I3-65589,Masters,Pune,2,28,Male,No,2,Active
I2-50132,Bachelors,New Delhi,3,25,Female,Yes,3,Active
I2-16419,Masters,New Delhi,2,26,Male,No,4,Left
I2-39109,Masters,New Delhi,3,25,Male,No,3,Left
I1-65337,Bachelors,Bangalore,3,28,Female,Yes,5,Left
I2-51119,Masters,New Delhi,2,28,Female,No,2,Left
I1-46937,Bachelors,Bangalore,1,27,Male,No,5,Active
I1-67398,Bachelors,Bangalore,3,27,Male,No,5,Active
I1-90563,Bachelors,Bangalore,3,24,Female,No,2,Left
I3-80735,Bachelors,Pune,3,26,Male,No,4,Left
I2-66327,Bachelors,New Delhi,3,25,Female,No,3,Left
I3-12598,Bachelors,Pune,3,28,Female,Yes,5,Active
I1-89704,Bachelors,Bangalore,3,26,Male,No,4,Active
I3-38477,Masters,Pune,2,26,Female,Yes,4,Active
I3-31297,Masters,Pune,3,25,Male,No,3,Active
I3-97300,Bachelors,Pune,3,27,Female,No,5,Active
I1-37146,Bachelors,Bangalore,3,25,Male,No,3,Left
I3-19338,Bachelors,Pune,3,26,Male,Yes,4,Active
I1-14284,Bachelors,Bangalore,3,27,Female,No,5,Left
I1-90389,Bachelors,Bangalore,1,25,Male,No,3,Left
I2-28923,Bachelors,New Delhi,3,26,Male,No,4,Left
I3-89752,Bachelors,Pune,3,24,Female,No,2,Active
I1-45623,Bachelors,Bangalore,3,28,Male,No,2,Left
I3-52022,Bachelors,Pune,2,26,Female,No,4,Active
I1-42792,Bachelors,Bangalore,3,27,Male,No,5,Active
I1-78610,Bachelors,Bangalore,3,26,Male,No,4,Left
I2-88383,Bachelors,New Delhi,3,28,Female,No,5,Active
I1-55168,Bachelors,Bangalore,3,28,Male,No,0,Active
I2-95988,Bachelors,New Delhi,3,28,Female,No,3,Left
I1-16509,Bachelors,Bangalore,3,25,Male,No,3,Left
I3-98644,Bachelors,Pune,3,24,Female,No,2,Active
I2-81434,Masters,New Delhi,3,28,Male,No,2,Active
I1-28259,Bachelors,Bangalore,3,27,Female,No,5,Left
I1-85564,Bachelors,Bangalore,3,24,Male,No,2,Active
I2-37251,Bachelors,New Delhi,2,28,Female,No,0,Left
I1-61718,Bachelors,Bangalore,3,25,Male,No,3,Left
I1-42862,Bachelors,Bangalore,3,28,Male,No,2,Left
I1-73706,Bachelors,Bangalore,3,26,Male,No,4,Left
I1-65519,Bachelors,Bangalore,1,24,Male,No,2,Left
I3-84862,Bachelors,Pune,3,27,Male,No,5,Left
I3-61625,Bachelors,Pune,3,24,Male,No,2,Left
I3-98491,Masters,Pune,2,26,Female,No,4,Active
I2-67629,Bachelors,New Delhi,3,26,Male,No,4,Left
I3-56864,Bachelors,Pune,3,25,Female,No,3,Active
I1-64362,Bachelors,Bangalore,3,24,Male,No,2,Active
I3-52464,Bachelors,Pune,3,24,Male,Yes,2,Left
I1-83572,Bachelors,Bangalore,3,24,Female,No,2,Active
I3-39707,Bachelors,Pune,2,28,Male,Yes,0,Active
I1-51545,Bachelors,Bangalore,3,24,Male,No,2,Active
I1-80444,Bachelors,Bangalore,3,24,Male,No,2,Left
I1-61510,Bachelors,Bangalore,3,28,Female,No,5,Left
I1-15394,Bachelors,Bangalore,3,25,Male,No,3,Left
I1-12966,Bachelors,Bangalore,3,26,Female,No,4,Left
I1-73536,Masters,Bangalore,2,28,Male,No,2,Left
I1-70903,Bachelors,Bangalore,3,27,Male,No,5,Left
I1-32212,Bachelors,Bangalore,3,27,Female,No,5,Left
I1-14874,Masters,Bangalore,3,28,Male,No,2,Active
